imdb_id,movie_title,genre,movie_id
114709,Toy Story,"Animation,Comedy,Family",1
113497,Jumanji,"Adventure,Fantasy,Family",2
113228,Grumpier Old Men,"Romance,Comedy",3
114885,Waiting to Exhale,"Comedy,Drama,Romance",4
113041,Father of the Bride Part II,Comedy,5
113277,Heat,"Action,Crime,Drama,Thriller",6
114319,Sabrina,"Comedy,Romance",7
112302,Tom and Huck,"Action,Adventure,Drama,Family",8
114576,Sudden Death,"Action,Adventure,Thriller",9
113189,GoldenEye,"Adventure,Action,Thriller",10
112346,The American President,"Comedy,Drama,Romance",11
112896,Dracula: Dead and Loving It,"Comedy,Horror",12
112453,Balto,"Family,Animation,Adventure",13
113987,Nixon,"History,Drama",14
112760,Cutthroat Island,"Action,Adventure",15
112641,Casino,"Drama,Crime",16
114388,Sense and Sensibility,"Drama,Romance",17
113101,Four Rooms,"Crime,Comedy",18
112281,Ace Ventura: When Nature Calls,"Crime,Comedy,Adventure",19
113845,Money Train,"Action,Comedy,Crime",20
113161,Get Shorty,"Comedy,Thriller,Crime",21
112722,Copycat,"Drama,Thriller",22
112401,Assassins,"Action,Adventure,Crime,Thriller",23
114168,Powder,"Drama,Fantasy,Science Fiction,Thriller",24
113627,Leaving Las Vegas,"Drama,Romance",25
114057,Othello,Drama,26
114011,Now and Then,"Comedy,Drama,Family",27
114117,Persuasion,"Drama,Romance",28
112682,La Cité des Enfants Perdus,"Fantasy,Science Fiction,Adventure",29
115012,摇啊摇，摇到外婆桥,"Drama,Crime",30
112792,Dangerous Minds,"Drama,Crime",31
114746,Twelve Monkeys,"Science Fiction,Thriller,Mystery",32
114952,"Guillaumet, les ailes du courage","Romance,Adventure",33
112431,Babe,"Fantasy,Drama,Comedy,Family",34
112637,Carrington,"History,Drama,Romance",35
112818,Dead Man Walking,Drama,36
112286,Across the Sea of Time,"Adventure,History,Drama,Family",37
113442,It Takes Two,"Comedy,Family,Romance",38
112697,Clueless,"Comedy,Drama,Romance",39
112749,"Cry, the Beloved Country",Drama,40
114279,Richard III,"Drama,War",41
112819,Dead Presidents,"Action,Crime,Drama,History",42
114272,Restoration,"Drama,Romance",43
113855,Mortal Kombat,"Action,Fantasy",44
114681,To Die For,"Fantasy,Drama,Comedy,Thriller",45
113347,How To Make An American Quilt,"Drama,Romance",46
114369,Se7en,"Crime,Mystery,Thriller",47
114148,Pocahontas,"Adventure,Animation,Drama,Family",48
114916,When Night Is Falling,"Drama,Romance",49
114814,The Usual Suspects,"Drama,Crime,Thriller",50
109950,Guardian Angel,"Action,Thriller,Drama",51
113819,Mighty Aphrodite,"Comedy,Romance",52
110299,Lamerica,"Drama,Foreign",53
112499,The Big Green,"Action,Adventure,Comedy,Family",54
113158,Georgia,Drama,55
113541,Kids of the Round Table,,56
113321,Home for the Holidays,"Comedy,Drama,Romance",57
110877,Il postino,"Comedy,Drama,Romance",58
112714,Le confessionnal,"Thriller,Drama,Mystery",59
113419,The Indian in the Cupboard,"Adventure,Family,Fantasy",60
116260,Eye for an Eye,"Drama,Thriller",61
113862,Mr. Holland's Opus,"Music,Drama,Family",62
116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,63
118002,Two If by Sea,"Comedy,Romance",64
115683,Bio-Dome,Comedy,65
116839,Lawnmower Man 2: Beyond Cyberspace,"Action,Science Fiction",66
114753,Two Bits,"Drama,Family",67
113149,Gazon maudit,"Comedy,Romance",68
113118,Friday,Comedy,69
116367,From Dusk Till Dawn,"Horror,Action,Thriller,Crime",70
113010,Fair Game,"Action,Thriller,Romance",71
113537,Kicking and Screaming,"Comedy,Drama,Romance",72
113828,Les misérables,"Drama,History",73
115644,Bed of Roses,"Drama,Romance",74
115676,Big Bully,"Comedy,Family",75
114367,Screamers,"Horror,Science Fiction",76
113973,Nico Icon,Documentary,77
112744,The Crossing Guard,"Drama,Thriller",78
116731,The Juror,"Drama,Thriller",79
112445,بادکنک سفید,"Family,Drama",80
114660,Things to Do in Denver When You're Dead,"Drama,Crime",81
112379,Antonia,"Drama,Comedy",82
114039,Once Upon a Time... When We Were Colored,"Romance,Drama",83
113612,Last Summer in the Hamptons,,84
112365,Angels and Insects,"Drama,Romance",85
118158,White Squall,"Action,Drama",86
116151,Dunston Checks In,"Adventure,Comedy,Family",87
115697,Black Sheep,Comedy,88
113972,Nick of Time,"Crime,Drama,Thriller",89
113490,The Journey of August King,Drama,90
117002,Mary Reilly,"Drama,Horror,Thriller,Romance",92
114825,Vampire in Brooklyn,"Comedy,Horror,Romance",93
115639,Beautiful Girls,"Comedy,Drama,Romance",94
115759,Broken Arrow,"Action,Adventure,Drama,Thriller",95
113403,A Midwinter's Tale,Comedy,96
113247,La Haine,Drama,97
111173,Shopping,"Action,Adventure,Drama,Science Fiction,Thriller",98
113283,Heidi Fleiss: Hollywood Madam,Documentary,99
115907,City Hall,"Drama,Thriller",100
115734,Bottle Rocket,"Comedy,Crime,Drama",101
117102,Mr. Wrong,"Comedy,Romance",102
118040,Unforgettable,"Drama,Mystery,Science Fiction,Thriller",103
116483,Happy Gilmore,Comedy,104
112579,The Bridges of Madison County,"Drama,Romance",105
110251,Keiner liebt mich,"Drama,Comedy,Family",106
117110,Muppet Treasure Island,"Action,Comedy,Music,Family,Adventure",107
112646,Catwalk,Documentary,108
113276,Headless Body in Topless Bar,Crime,109
112573,Braveheart,"Action,Drama,History,War",110
75314,Taxi Driver,"Crime,Drama",111
113326,紅番區,"Crime,Action,Comedy,Thriller",112
115645,Before and After,"Drama,Thriller",113
113774,Margaret's Museum,Drama,114
112556,Le Bonheur est dans le pré,Comedy,115
112373,Anne Frank Remembered,"Documentary,Drama,Foreign",116
115033,The Young Poisoner's Handbook,"Comedy,Crime,Drama",117
116606,If Lucy Fell,"Comedy,Romance",118
114536,Steal Big Steal Little,"Comedy,Drama",119
117427,Race the Sun,"Action,Adventure,Comedy,Drama,Family",120
106473,The Boys of St. Vincent,Drama,121
103859,Boomerang,"Comedy,Romance",122
109424,重慶森林,"Drama,Comedy,Romance",123
114808,L'uomo delle stelle,"Drama,Romance",124
116324,Flirting with Disaster,"Comedy,Romance",125
110647,The NeverEnding Story III,Fantasy,126
111055,صمت القصور,Drama,127
110217,Jupiter's Wife,,128
114131,Pie in the Sky,"Comedy,Romance",129
112364,Angela,"Comedy,Drama",130
113107,Frankie Starlight,"Drama,Romance,War",131
113451,Jade,"Action,Thriller,Mystery,Romance",132
114015,Nueba Yol,"Comedy,Drama,Romance",133
114500,Sonic Outlaws,"Music,Documentary",134
116130,Down Periscope,Comedy,135
113125,From the Journals of Jean Seberg,Documentary,136
113756,Man of the Year,Comedy,137
113952,The Neon Bible,Drama,138
114618,Target,,139
118055,Up Close & Personal,"Drama,Romance",140
115685,The Birdcage,Comedy,141
113200,Gospa,Drama,143
112585,The Brothers McMullen,"Comedy,Drama,Romance",144
112442,Bad Boys,"Action,Comedy,Crime,Thriller",145
112342,The Amazing Panda Adventure,"Action,Adventure,Drama,Family",146
112461,The Basketball Diaries,"Drama,Crime",147
112427,An Awfully Big Adventure,"Romance,Drama,Comedy",148
109093,Amateur,"Crime,Comedy,Drama,Thriller",149
112384,Apollo 13,Drama,150
114287,Rob Roy,Adventure,151
112288,The Addiction,"Drama,Horror",152
112462,Batman Forever,"Action,Crime,Fantasy",153
61395,Belle de jour,"Drama,Romance",154
112495,Beyond Rangoon,"Drama,Thriller",155
112541,Blue in the Face,Comedy,156
109370,Canadian Bacon,"Action,Comedy",157
112642,Casper,"Fantasy,Comedy,Family",158
112688,Clockers,"Mystery,Crime,Drama",159
112715,Congo,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller",160
112740,Crimson Tide,"Action,Thriller,Drama",161
109508,Crumb,Documentary,162
112851,Desperado,"Thriller,Action,Crime",163
112857,Devil in a Blue Dress,"Drama,Mystery,Thriller",164
112864,Die Hard: With a Vengeance,"Action,Thriller",165
112887,The Doom Generation,"Action,Comedy,Crime,Drama",166
113044,Feast of July,"Drama,Crime",167
113071,First Knight,"Action,Adventure,Drama,Romance",168
113114,Free Willy 2 - The Adventure Home,Adventure,169
113243,Hackers,"Action,Crime,Thriller,Drama",170
113464,Jeffrey,"Comedy,Drama,Romance",171
113481,Johnny Mnemonic,"Adventure,Action,Drama,Science Fiction,Thriller",172
113492,Judge Dredd,Science Fiction,173
113500,Jury Duty,"Comedy,Drama",174
113540,Kids,"Drama,Crime",175
113677,Living in Oblivion,"Drama,Comedy",176
113690,Lord of Illusions,"Mystery,Horror,Thriller",177
107447,Love & Human Remains,"Comedy,Drama",178
113729,Mad Love,"Drama,Family,Romance",179
113749,Mallrats,"Romance,Comedy",180
113820,Mighty Morphin Power Rangers: The Movie,"Action,Adventure,Science Fiction,Family,Fantasy",181
113851,Moonlight and Valentino,"Comedy,Drama,Romance",182
110604,Mute Witness,"Thriller,Foreign",183
110620,Nadja,"Horror,Thriller",184
113957,The Net,"Crime,Drama,Mystery,Thriller,Action",185
113986,Nine Months,Comedy,186
114095,Party Girl,Comedy,187
114194,The Prophecy,"Fantasy,Horror,Thriller",188
114241,Reckless,"Fantasy,Comedy,Drama",189
114323,Safe,Drama,190
114345,The Scarlet Letter,"Drama,History,Romance",191
114435,The Show,Documentary,192
114436,Showgirls,Drama,193
114478,Smoke,"Comedy,Drama",194
114496,Something to Talk About,Comedy,195
114508,Species,"Science Fiction,Horror,Action",196
114534,The Stars Fell on Henrietta,Drama,197
114558,Strange Days,"Crime,Drama,Science Fiction,Thriller",198
58450,Les parapluies de Cherbourg,"Drama,Romance",199
114666,The Tie That Binds,Thriller,200
114663,Three Wishes,"Drama,Fantasy",201
114702,Total Eclipse,"Drama,Romance",202
114682,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,203
114781,Under Siege 2: Dark Territory,"Action,Thriller",204
114798,Unstrung Heroes,"Comedy,Drama,Family",205
114805,Unzipped,Documentary,206
114887,A Walk in the Clouds,"Drama,Romance",207
114898,Waterworld,"Adventure,Action",208
114928,White Man's Burden,Drama,209
114938,Wild Bill,"Action,Western",210
109340,The Browning Version,Drama,211
112602,Bushwhacked,"Adventure,Action,Comedy,Crime,Family",212
111579,Утомлённые солнцем,Drama,213
110882,Before the Rain,"Drama,War",214
112471,Before Sunrise,"Drama,Romance",215
112508,Billy Madison,Comedy,216
112438,The Babysitter,"Drama,Thriller",217
112571,Boys on the Side,"Comedy,Drama",218
112757,The Cure,"Drama,Family",219
112643,Castle Freak,"Thriller,Drama,Horror,Mystery",220
112679,Circle of Friends,"Drama,Family,Romance",222
109445,Clerks,Comedy,223
112883,Don Juan DeMarco,"Romance,Drama,Comedy",224
109635,Disclosure,"Drama,Thriller,Crime,Mystery,Romance",225
112899,Dream Man,Thriller,226
109676,Drop Zone,"Action,Adventure,Thriller",227
112854,Destiny Turns on the Radio,"Crime,Comedy,Fantasy",228
109579,Death and the Maiden,"Drama,Thriller,Mystery",229
109642,Dolores Claiborne,"Crime,Drama,Mystery",230
109686,Dumb and Dumber,Comedy,231
111797,飲食男女,"Comedy,Drama,Romance",232
109759,Exotica,"Drama,Mystery",233
109758,Exit to Eden,"Thriller,Comedy,Crime,Romance",234
109707,Ed Wood,"Comedy,Drama,History",235
113117,French Kiss,"Comedy,Romance",236
113097,Forget Paris,"Comedy,Drama,Romance",237
113028,Far from Home: The Adventures of Yellow Dog,"Action,Adventure,Drama,Family",238
113198,A Goofy Movie,"Romance,Animation,Family,Comedy,Adventure",239
113303,Hideaway,"Drama,Thriller",240
113089,Fluke,"Drama,Family,Fantasy",241
109771,Farinelli,"History,Drama",242
113199,Gordy,"Drama,Family,Fantasy",243
113234,Gumby: The Movie,"Fantasy,Animation,Science Fiction,Family",244
109906,The Glass Shield,"Drama,Action,Thriller,Crime",245
110057,Hoop Dreams,Documentary,246
